REG_ANS,Trimestre,Ano,Valor Despesas
316997,1,2025,11250.0
316997,1,2025,7857.0
316997,1,2025,1485.0
316997,1,2025,1300.0
316997,1,2025,600.0
316997,1,2025,350.0
317896,1,2025,600.0
317896,1,2025,600.0
317896,1,2025,600.0
317896,1,2025,600.0
317896,1,2025,600.0
317896,1,2025,29700.0
317896,1,2025,56224.0
317896,1,2025,1880.0
317896,1,2025,1880.0
317896,1,2025,1880.0
317896,1,2025,1880.0
317896,1,2025,1880.0
317896,1,2025,1880.0
317896,1,2025,1065.0
317896,1,2025,4000.0
312720,1,2025,60000.0
312720,1,2025,46970.0
312720,1,2025,17913.0
313084,1,2025,750.0
313084,1,2025,750.0
313084,1,2025,63846.0
313084,1,2025,63846.0
313084,1,2025,590.0
313084,1,2025,590.0
313084,1,2025,590.0
313084,1,2025,2868.0
313084,1,2025,33000.0
313084,1,2025,280603.0
314315,1,2025,1.0
314315,1,2025,1.0
314668,1,2025,7200.0
315044,1,2025,133113.0
315044,1,2025,133113.0
315044,1,2025,133113.0
315044,1,2025,133113.0
315044,1,2025,133113.0
315796,1,2025,38987.0
315796,1,2025,633635.0
315796,1,2025,37950.0
315796,1,2025,44850.0
315796,1,2025,15525.0
315796,1,2025,31770.0
317144,1,2025,1155053.0
317144,1,2025,37776.0
317144,1,2025,42993.0
317144,1,2025,42993.0
313084,1,2025,534.0
313084,1,2025,534.0
313084,1,2025,534.0
313084,1,2025,4784.0
313084,1,2025,4784.0
314315,1,2025,349398.0
314315,1,2025,349398.0
314315,1,2025,349398.0
314315,1,2025,349398.0
314315,1,2025,1691.0
314315,1,2025,25200.0
314315,1,2025,25200.0
314315,1,2025,25200.0
314315,1,2025,25200.0
314315,1,2025,25200.0
314315,1,2025,1230.0
314668,1,2025,4215.0
315796,1,2025,275520.0
315796,1,2025,275520.0
315796,1,2025,275520.0
315796,1,2025,275520.0
315796,1,2025,63360.0
316873,1,2025,1120186.0
317144,1,2025,1155950.0
318213,1,2025,1967.0
318213,1,2025,1967.0
318213,1,2025,1821.0
318213,1,2025,41808.0
318213,1,2025,41808.0
318213,1,2025,41808.0
318213,1,2025,41808.0
318213,1,2025,41808.0
318213,1,2025,41808.0
318213,1,2025,102120.0
318213,1,2025,102120.0
318213,1,2025,102120.0
318213,1,2025,102120.0
318213,1,2025,102120.0
318213,1,2025,3060.0
318213,1,2025,16500.0
313084,1,2025,642.0
313084,1,2025,5575.0
313084,1,2025,5575.0
313084,1,2025,5575.0
313475,1,2025,150513.0
313475,1,2025,150513.0
313475,1,2025,17063.0
313475,1,2025,17063.0
313475,1,2025,17063.0
313475,1,2025,17063.0
313475,1,2025,17063.0
313475,1,2025,3320.0
313475,1,2025,305.0
313475,1,2025,1967.0
314218,1,2025,35500.0
314218,1,2025,1200.0
314218,1,2025,1200.0
314218,1,2025,40340.0
314218,1,2025,40340.0
315567,1,2025,26052.0
323268,1,2025,12750.0
324159,1,2025,9492.0
324159,1,2025,58092.0
319121,1,2025,46656.0
319121,1,2025,34560.0
319121,1,2025,53052.0
319422,1,2025,36000.0
322831,1,2025,960.0
322831,1,2025,960.0
322831,1,2025,780.0
322831,1,2025,780.0
322831,1,2025,780.0
322831,1,2025,780.0
322831,1,2025,780.0
323268,1,2025,7125.0
323268,1,2025,52800.0
324159,1,2025,16736.0
319121,1,2025,884.0
319121,1,2025,80229.0
319121,1,2025,54720.0
319121,1,2025,41944.0
319121,1,2025,1700.0
319121,1,2025,14100.0
319996,1,2025,276170.0
319996,1,2025,830553.0
320706,1,2025,1161333.0
321273,1,2025,5481596.0
322831,1,2025,212953.0
322831,1,2025,212953.0
322831,1,2025,212953.0
322831,1,2025,212953.0
322831,1,2025,194103.0
322831,1,2025,14326.0
322831,1,2025,4524.0
322831,1,2025,39000.0
322831,1,2025,764.0
323942,1,2025,280.0
323942,1,2025,750.0
323942,1,2025,4195.0
323942,1,2025,32483.0
318477,1,2025,1920.0
318477,1,2025,1920.0
318477,1,2025,570.0
319996,1,2025,407458.0
319996,1,2025,407458.0
319996,1,2025,2729450.0
319996,1,2025,2729450.0
320706,1,2025,106489.0
320706,1,2025,106533.0
320706,1,2025,119297.0
320706,1,2025,132100.0
321044,1,2025,93.0
321044,1,2025,93.0
321273,1,2025,363200.0
321273,1,2025,363200.0
321273,1,2025,363200.0
321273,1,2025,363200.0
321273,1,2025,333200.0
321273,1,2025,17000.0
321273,1,2025,13000.0
321273,1,2025,24556.0
323055,1,2025,3000.0
323055,1,2025,1240.0
323055,1,2025,1240.0
323055,1,2025,1240.0
323055,1,2025,1240.0
323055,1,2025,1240.0
323055,1,2025,13360.0
323055,1,2025,9715.0
323942,1,2025,27338.0
323942,1,2025,1250.0
323942,1,2025,370.0
323942,1,2025,370.0
323942,1,2025,370.0
323942,1,2025,370.0
323942,1,2025,370.0
319996,1,2025,24194.0
319996,1,2025,24194.0
319996,1,2025,24194.0
319996,1,2025,7159107.0
319996,1,2025,7159107.0
319996,1,2025,7159107.0
319996,1,2025,10766.0
319996,1,2025,10766.0
319996,1,2025,10766.0
319996,1,2025,480.0
319996,1,2025,480.0
320706,1,2025,4580.0
320706,1,2025,4580.0
320706,1,2025,695.0
320706,1,2025,695.0
321044,1,2025,128340.0
321044,1,2025,65286.0
321044,1,2025,33000.0
321044,1,2025,400.0
321273,1,2025,115200.0
319996,1,2025,89096.0
319996,1,2025,181760.0
319996,1,2025,181760.0
319996,1,2025,181760.0
319996,1,2025,181760.0
320862,1,2025,20700.0
320862,1,2025,27600.0
321044,1,2025,3416.0
321044,1,2025,48.0
321044,1,2025,48.0
321044,1,2025,48.0
321044,1,2025,48.0
321044,1,2025,48.0
322326,1,2025,17871.0
322326,1,2025,1009.0
319180,1,2025,936.0
319180,1,2025,936.0
319180,1,2025,199320.0
319180,1,2025,199320.0
319180,1,2025,199320.0
319180,1,2025,199320.0
319180,1,2025,150000.0
319180,1,2025,9100.0
319180,1,2025,7000.0
319180,1,2025,33220.0
319708,1,2025,1573.0
319708,1,2025,1000.0
319708,1,2025,1000.0
319708,1,2025,124245.0
319708,1,2025,107350.0
320706,1,2025,11390.0
320862,1,2025,17561.0
320862,1,2025,17561.0
320862,1,2025,17561.0
320862,1,2025,17561.0
320862,1,2025,17561.0
320862,1,2025,820.0
321320,1,2025,3160.0
321320,1,2025,12172.0
321320,1,2025,30723.0
321320,1,2025,25767.0
321320,1,2025,25767.0
321320,1,2025,25767.0
321320,1,2025,25767.0
321320,1,2025,25767.0
321320,1,2025,25767.0
321320,1,2025,3287.0
321320,1,2025,3287.0
321320,1,2025,3287.0
321320,1,2025,3287.0
321320,1,2025,3287.0
321320,1,2025,3287.0
322890,1,2025,850.0
323357,1,2025,271200.0
324175,1,2025,1214696.0
319180,1,2025,2160.0
319180,1,2025,2160.0
319180,1,2025,2160.0
319180,1,2025,2160.0
319180,1,2025,2160.0
319180,1,2025,920.0
319180,1,2025,9000.0
319708,1,2025,1500.0
319708,1,2025,26000.0
319708,1,2025,2600.0
319708,1,2025,2600.0
320706,1,2025,109042.0
320706,1,2025,109042.0
320706,1,2025,109042.0
320706,1,2025,109042.0
320706,1,2025,109042.0
322890,1,2025,30395.0
322890,1,2025,30395.0
322890,1,2025,30395.0
322890,1,2025,30395.0
322890,1,2025,30395.0
322890,1,2025,3600.0
322890,1,2025,38370.0
322890,1,2025,3592.0
323357,1,2025,720.0
323357,1,2025,30995.0
323357,1,2025,30995.0
323357,1,2025,30995.0
323357,1,2025,30995.0
323357,1,2025,30995.0
323357,1,2025,26455.0
323357,1,2025,4540.0
323993,1,2025,154.0
323993,1,2025,154.0
324175,1,2025,1145.0
324175,1,2025,84219.0
318566,1,2025,99430.0
318566,1,2025,99430.0
318566,1,2025,78322.0
318566,1,2025,78322.0
318566,1,2025,1930.0
318566,1,2025,1930.0
319708,1,2025,902434.0
319708,1,2025,902434.0
319708,1,2025,902434.0
321087,1,2025,16509448.0
316873,1,2025,5250.0
316873,1,2025,5250.0
316873,1,2025,5250.0
316873,1,2025,5250.0
316873,1,2025,5250.0
317144,1,2025,61010.0
318213,1,2025,4670.0
318213,1,2025,550.0
318213,1,2025,2144.0
314218,1,2025,80601.0
314218,1,2025,1048819.0
315567,1,2025,19137.0
317012,1,2025,7283362.0
314218,1,2025,30750.0
314218,1,2025,221000.0
314218,1,2025,6271.0
314218,1,2025,7740.0
314218,1,2025,7740.0
314218,1,2025,7740.0
314218,1,2025,7740.0
314218,1,2025,7740.0
314218,1,2025,320000.0
314706,1,2025,3900.0
314706,1,2025,3900.0
314706,1,2025,600.0
314706,1,2025,600.0
314706,1,2025,600.0
314706,1,2025,600.0
314706,1,2025,600.0
315265,1,2025,5400.0
315265,1,2025,5400.0
315729,1,2025,14151654.0
317012,1,2025,375.0
317012,1,2025,7670.0
317012,1,2025,139784.0
317233,1,2025,50000.0
318035,1,2025,990.0
318035,1,2025,990.0
318035,1,2025,122.0
318035,1,2025,122.0
318035,1,2025,33711.0
318035,1,2025,33711.0
318035,1,2025,33711.0
318035,1,2025,33711.0
318035,1,2025,33711.0
314366,1,2025,9108.0
314366,1,2025,2052.0
314366,1,2025,2052.0
314366,1,2025,2052.0
314366,1,2025,2052.0
314366,1,2025,2052.0
314366,1,2025,17955.0
314366,1,2025,148950.0
314366,1,2025,2845.0
314366,1,2025,2845.0
314366,1,2025,2845.0
314366,1,2025,2845.0
314366,1,2025,2845.0
314706,1,2025,8700.0
314706,1,2025,8700.0
314706,1,2025,8700.0
314706,1,2025,8700.0
314706,1,2025,8700.0
314706,1,2025,8700.0
315265,1,2025,75.0
315265,1,2025,75.0
315265,1,2025,75.0
315265,1,2025,75.0
315265,1,2025,75.0
315729,1,2025,850.0
315729,1,2025,850.0
315729,1,2025,15000.0
315729,1,2025,15000.0
317012,1,2025,550.0
317012,1,2025,2850.0
318035,1,2025,12438.0
318035,1,2025,12438.0
318035,1,2025,101790.0
318035,1,2025,172369.0
313149,1,2025,2299.0
313149,1,2025,2299.0
313751,1,2025,43245.0
313751,1,2025,14415.0
313751,1,2025,28830.0
313751,1,2025,8255.0
313751,1,2025,8255.0
313751,1,2025,8255.0
313751,1,2025,8255.0
313751,1,2025,8255.0
315583,1,2025,1790.0
315729,1,2025,7450.0
315729,1,2025,7450.0
315729,1,2025,7450.0
316148,1,2025,153910.0
316148,1,2025,1888831.0
316148,1,2025,1888831.0
316148,1,2025,1888831.0
316148,1,2025,1888831.0
317012,1,2025,4150.0
317012,1,2025,23970.0
317012,1,2025,4140.0
317012,1,2025,120.0
312851,1,2025,143100.0
312851,1,2025,143100.0
312851,1,2025,1845.0
312851,1,2025,1845.0
312851,1,2025,1845.0
312851,1,2025,1845.0
312851,1,2025,1845.0
313149,1,2025,7230.0
313149,1,2025,485.0
313149,1,2025,5400.0
314242,1,2025,84.0
314242,1,2025,84.0
315583,1,2025,70612.0
315583,1,2025,159.0
315729,1,2025,865.0
315729,1,2025,602305.0
315729,1,2025,602305.0
316148,1,2025,50.0
316881,1,2025,140400.0
316881,1,2025,23790.0
316881,1,2025,14030.0
316881,1,2025,2000.0
316881,1,2025,142468.0
316881,1,2025,142468.0
316881,1,2025,142468.0
316881,1,2025,142468.0
316881,1,2025,142468.0
316881,1,2025,8250.0
316881,1,2025,900.0
317632,1,2025,262080.0
312851,1,2025,19859.0
312851,1,2025,19859.0
314242,1,2025,8400.0
314242,1,2025,5040.0
314242,1,2025,5880.0
314242,1,2025,275.0
314242,1,2025,480.0
314242,1,2025,480.0
314242,1,2025,480.0
314242,1,2025,480.0
314242,1,2025,480.0
314242,1,2025,220.0
314242,1,2025,53697.0
314781,1,2025,30.0
314781,1,2025,30.0
315478,1,2025,541848.0
315478,1,2025,541848.0
315478,1,2025,541848.0
315478,1,2025,541848.0
317632,1,2025,266886.0
317632,1,2025,11865.0
317632,1,2025,216.0
317632,1,2025,216.0
317632,1,2025,216.0
317632,1,2025,216.0
317632,1,2025,216.0
314587,1,2025,1575118.0
314781,1,2025,2392.0
314781,1,2025,2392.0
314781,1,2025,2392.0
314781,1,2025,627.0
314781,1,2025,627.0
316458,1,2025,300.0
316458,1,2025,30309.0
316458,1,2025,30309.0
316458,1,2025,30309.0
316458,1,2025,30309.0
316458,1,2025,30309.0
316458,1,2025,70560.0
316458,1,2025,7389.0
316458,1,2025,1070.0
316458,1,2025,1070.0
335657,1,2025,7379.0
336106,1,2025,558.0
336858,1,2025,3220.0
336858,1,2025,5575.0
333662,1,2025,1200.0
333662,1,2025,11500.0
333662,1,2025,48000.0
333662,1,2025,48000.0
333662,1,2025,48000.0
333662,1,2025,48000.0
333662,1,2025,48000.0
333662,1,2025,48000.0
333662,1,2025,3000.0
333875,1,2025,21000.0
333875,1,2025,44424.0
333875,1,2025,1350.0
333875,1,2025,1518.0
333875,1,2025,1518.0
333875,1,2025,1518.0
333875,1,2025,1518.0
333875,1,2025,1518.0
333875,1,2025,1518.0
334511,1,2025,14850.0
334847,1,2025,141555.0
334847,1,2025,4395.0
334847,1,2025,4395.0
334847,1,2025,40392.0
334847,1,2025,3600.0
334847,1,2025,600.0
334847,1,2025,39150.0
334847,1,2025,30888.0
334511,1,2025,6750.0
334511,1,2025,1225.0
334511,1,2025,190.0
334511,1,2025,1416.0
334511,1,2025,363.0
334847,1,2025,29850.0
334847,1,2025,3252.0
335215,1,2025,1466.0
335215,1,2025,1466.0
333051,1,2025,407569.0
335215,1,2025,1449.0
335215,1,2025,1449.0
335215,1,2025,1449.0
335215,1,2025,4800.0
335789,1,2025,6000.0
335789,1,2025,84027.0
335789,1,2025,21332.0
335789,1,2025,21332.0
335789,1,2025,21332.0
335789,1,2025,21332.0
335789,1,2025,21332.0
335789,1,2025,21332.0
336467,1,2025,5800.0
336467,1,2025,5800.0
336467,1,2025,350.0
336467,1,2025,350.0
336467,1,2025,22620.0
336467,1,2025,22620.0
336467,1,2025,35436.0
336467,1,2025,35436.0
336467,1,2025,35436.0
336467,1,2025,1610.0
336467,1,2025,1610.0
336467,1,2025,29176.0
336467,1,2025,29176.0
336467,1,2025,180.0
336467,1,2025,180.0
336467,1,2025,4470.0
336467,1,2025,4470.0
336467,1,2025,1168.0
336467,1,2025,1168.0
337561,1,2025,4064.0
337561,1,2025,1290.0
337561,1,2025,3400.0
337561,1,2025,3400.0
337561,1,2025,3400.0
337561,1,2025,3400.0
337561,1,2025,3400.0
337561,1,2025,3400.0
331872,1,2025,7000000.0
331872,1,2025,21540.0
331872,1,2025,124728.0
331872,1,2025,124728.0
331872,1,2025,124728.0
331872,1,2025,3322.0
331872,1,2025,3322.0
331872,1,2025,6635.0
331872,1,2025,6635.0
331872,1,2025,9847.0
331872,1,2025,9847.0
331872,1,2025,10130.0
333051,1,2025,11766.0
333051,1,2025,11766.0
335215,1,2025,6863.0
335215,1,2025,6863.0
335215,1,2025,55732.0
335215,1,2025,55732.0
335215,1,2025,55732.0
335215,1,2025,21324.0
335517,1,2025,18757426.0
335517,1,2025,89760.0
335592,1,2025,11919417.0
336467,1,2025,5520.0
336467,1,2025,304.0
336467,1,2025,106.0
336467,1,2025,16786.0
336467,1,2025,16786.0
336467,1,2025,16786.0
336467,1,2025,16786.0
336467,1,2025,16786.0
337561,1,2025,921.0
337561,1,2025,4233.0
333051,1,2025,504000.0
333051,1,2025,504000.0
333051,1,2025,504000.0
333051,1,2025,504000.0
333051,1,2025,450000.0
333051,1,2025,17000.0
333051,1,2025,14000.0
333051,1,2025,23000.0
333051,1,2025,1841352.0
333051,1,2025,1841352.0
333051,1,2025,1841352.0
333051,1,2025,1841352.0
333051,1,2025,1841352.0
333051,1,2025,1841352.0
333689,1,2025,4217774.0
335215,1,2025,9135.0
335215,1,2025,24000.0
335215,1,2025,29.0
335215,1,2025,500.0
335215,1,2025,2745.0
335517,1,2025,10200.0
335517,1,2025,2160.0
335517,1,2025,6120.0
335517,1,2025,1875.0
335517,1,2025,17745.0
335517,1,2025,4920.0
335517,1,2025,92.0
335517,1,2025,3897.0
335517,1,2025,3897.0
335517,1,2025,3897.0
335517,1,2025,3897.0
335517,1,2025,90.0
335517,1,2025,3807.0
335592,1,2025,8231.0
335592,1,2025,2210.0
335592,1,2025,2210.0
335592,1,2025,2650.0
335592,1,2025,2650.0
335614,1,2025,7180.0
335614,1,2025,7180.0
335614,1,2025,7180.0
335614,1,2025,7180.0
335614,1,2025,7180.0
336017,1,2025,147757.0
337188,1,2025,11802178.0
337188,1,2025,1593524.0
337188,1,2025,6494.0
331872,1,2025,52297.0
331872,1,2025,673.0
333689,1,2025,140.0
333689,1,2025,280.0
333689,1,2025,5031.0
335592,1,2025,2913.0
335592,1,2025,2913.0
335592,1,2025,2913.0
335592,1,2025,2913.0
335592,1,2025,2913.0
335592,1,2025,52500.0
335592,1,2025,61321.0
335592,1,2025,43910.0
335690,1,2025,1300.0
336017,1,2025,1450.0
336017,1,2025,1450.0
336017,1,2025,1450.0
336017,1,2025,1450.0
336017,1,2025,1450.0
336017,1,2025,1388.0
336017,1,2025,1388.0
336017,1,2025,1388.0
336017,1,2025,1388.0
336017,1,2025,1388.0
336017,1,2025,9375.0
336017,1,2025,11340.0
336017,1,2025,310.0
337188,1,2025,13347.0
337188,1,2025,11715.0
331872,1,2025,176.0
331872,1,2025,176.0
331872,1,2025,176.0
334154,1,2025,165414.0
335592,1,2025,103950.0
335592,1,2025,60972.0
335592,1,2025,128000.0
335592,1,2025,128000.0
335592,1,2025,128000.0
335592,1,2025,128000.0
335592,1,2025,80000.0
335592,1,2025,80000.0
335592,1,2025,48000.0
335592,1,2025,48000.0
335690,1,2025,521272.0
335690,1,2025,7500.0
335690,1,2025,7500.0
335690,1,2025,500.0
335690,1,2025,500.0
335690,1,2025,2290.0
335690,1,2025,460.0
335690,1,2025,1830.0
335690,1,2025,32727.0
335690,1,2025,640.0
335690,1,2025,640.0
337498,1,2025,87600.0
337498,1,2025,147090.0
337498,1,2025,7720.0
337498,1,2025,8000.0
337498,1,2025,100091.0
337498,1,2025,100091.0
337498,1,2025,100091.0
337498,1,2025,100091.0
337498,1,2025,100091.0
337498,1,2025,9810.0
337498,1,2025,2040.0
337498,1,2025,877.0
337498,1,2025,10950.0
334154,1,2025,98461.0
334154,1,2025,874592.0
336831,1,2025,270.0
336831,1,2025,270.0
336831,1,2025,1598.0
337498,1,2025,1500.0
337498,1,2025,600.0
333239,1,2025,4554.0
333239,1,2025,4554.0
333239,1,2025,4554.0
333239,1,2025,4554.0
333239,1,2025,4554.0
333239,1,2025,440.0
333808,1,2025,7750.0
334561,1,2025,3025.0
334561,1,2025,3025.0
335100,1,2025,48.0
335100,1,2025,48.0
335258,1,2025,4740.0
335690,1,2025,62256.0
336831,1,2025,152.0
336831,1,2025,152.0
336831,1,2025,152.0
336831,1,2025,152.0
336831,1,2025,152.0
336831,1,2025,2357.0
336831,1,2025,168724.0
336831,1,2025,168724.0
336831,1,2025,168724.0
336831,1,2025,168724.0
336831,1,2025,168724.0
336831,1,2025,104126.0
336831,1,2025,64598.0
333808,1,2025,2937.0
333808,1,2025,2937.0
333808,1,2025,2937.0
333808,1,2025,2937.0
333808,1,2025,2937.0
333808,1,2025,21668.0
333808,1,2025,25439.0
333808,1,2025,25439.0
333808,1,2025,25439.0
333808,1,2025,25439.0
333808,1,2025,25439.0
333808,1,2025,25205.0
333808,1,2025,234.0
333808,1,2025,401.0
333808,1,2025,401.0
333808,1,2025,401.0
333808,1,2025,401.0
333808,1,2025,401.0
333808,1,2025,401.0
333808,1,2025,401.0
335100,1,2025,190949.0
335258,1,2025,1600.0
334561,1,2025,1194.0
334561,1,2025,16951.0
335541,1,2025,1013.0
335541,1,2025,1013.0
335614,1,2025,720000.0
335614,1,2025,720000.0
335614,1,2025,720000.0
335614,1,2025,720000.0
335614,1,2025,720000.0
335614,1,2025,8400.0
335614,1,2025,995526.0
335614,1,2025,336225.0
331988,1,2025,10293740.0
333867,1,2025,3354.0
333867,1,2025,3354.0
333867,1,2025,11700.0
333867,1,2025,11700.0
333867,1,2025,11700.0
333867,1,2025,11700.0
333867,1,2025,11700.0
333867,1,2025,24100.0
333867,1,2025,12465.0
333867,1,2025,11400.0
333867,1,2025,1963.0
333867,1,2025,1963.0
333867,1,2025,1963.0
333867,1,2025,1963.0
333867,1,2025,1963.0
333867,1,2025,1963.0
335100,1,2025,369.0
335614,1,2025,9300.0
335614,1,2025,474.0
336106,1,2025,261675.0
336106,1,2025,960.0
337374,1,2025,62271.0
337374,1,2025,8190.0
337374,1,2025,4264754.0
337374,1,2025,14755.0
337374,1,2025,14755.0
337374,1,2025,14755.0
337374,1,2025,14755.0
337374,1,2025,2137.0
337374,1,2025,12618.0
331651,1,2025,122217.0
331651,1,2025,122217.0
331651,1,2025,181048.0
331651,1,2025,39284.0
331651,1,2025,8540.0
331988,1,2025,39420.0
331988,1,2025,24281.0
331988,1,2025,15000.0
331988,1,2025,2100.0
333867,1,2025,100000.0
335100,1,2025,30650.0
335100,1,2025,30650.0
335100,1,2025,200.0
335100,1,2025,200.0
335100,1,2025,200.0
336106,1,2025,1429491.0
336106,1,2025,134857.0
336106,1,2025,1600.0
337374,1,2025,55500.0
337374,1,2025,36000.0
337374,1,2025,1129882.0
337374,1,2025,35800.0
337374,1,2025,22620.0
331988,1,2025,4200.0
331988,1,2025,20010.0
333662,1,2025,96.0
333662,1,2025,96.0
334243,1,2025,210.0
334243,1,2025,3220.0
334243,1,2025,3220.0
334243,1,2025,3220.0
334243,1,2025,3220.0
334243,1,2025,3220.0
334243,1,2025,23600.0
334243,1,2025,23600.0
334243,1,2025,23600.0
334243,1,2025,23600.0
334243,1,2025,23600.0
334243,1,2025,492.0
334243,1,2025,492.0
334243,1,2025,492.0
334243,1,2025,492.0
334243,1,2025,492.0
334243,1,2025,6000.0
334243,1,2025,51000.0
334243,1,2025,2899.0
334243,1,2025,450.0
334243,1,2025,7500.0
334243,1,2025,7500.0
334243,1,2025,7500.0
334243,1,2025,7500.0
334243,1,2025,7500.0
334243,1,2025,7500.0
335479,1,2025,1674.0
335479,1,2025,1674.0
335479,1,2025,6324743.0
335479,1,2025,6324743.0
335479,1,2025,9450.0
335479,1,2025,9450.0
335754,1,2025,50.0
336858,1,2025,1150.0
336858,1,2025,1150.0
334847,1,2025,1080.0
334847,1,2025,351.0
335479,1,2025,479092.0
335479,1,2025,479092.0
335479,1,2025,579054.0
335479,1,2025,579054.0
335479,1,2025,105905.0
335479,1,2025,105905.0
335479,1,2025,3730.0
335479,1,2025,3730.0
335479,1,2025,2222.0
335479,1,2025,2222.0
335479,1,2025,310.0
335479,1,2025,310.0
335479,1,2025,310.0
335479,1,2025,310.0
335479,1,2025,310.0
335479,1,2025,310.0
335479,1,2025,686400.0
335479,1,2025,80500.0
335479,1,2025,9600.0
335541,1,2025,388.0
335541,1,2025,918.0
335541,1,2025,918.0
335657,1,2025,1366.0
335657,1,2025,15632.0
335657,1,2025,15632.0
335657,1,2025,15632.0
335657,1,2025,15632.0
335657,1,2025,15632.0
335754,1,2025,3286.0
335754,1,2025,2100.0
335754,1,2025,2100.0
335754,1,2025,2100.0
335754,1,2025,2100.0
335754,1,2025,720.0
335754,1,2025,720.0
335754,1,2025,720.0
335754,1,2025,720.0
335754,1,2025,720.0
335754,1,2025,11382.0
335754,1,2025,163.0
335754,1,2025,163.0
335754,1,2025,163.0
335754,1,2025,163.0
335754,1,2025,163.0
335754,1,2025,20.0
335754,1,2025,20.0
335754,1,2025,20.0
335754,1,2025,20.0
335754,1,2025,20.0
336106,1,2025,3750.0
336106,1,2025,3750.0
336106,1,2025,43200.0
336858,1,2025,205686.0
336858,1,2025,3102.0
336858,1,2025,6318.0
336858,1,2025,9052.0
336858,1,2025,9052.0
336858,1,2025,9052.0
